scenario,method,rep,effort,saved-effort
hhbqp,PEWW,1,21804.647423505783,0.44824900874248375
hhbqp,PEMW.5,1,14189.458922863008,0.6409459013926717
hhbqp,AD.6,1,23429.17539548874,0.4071414915486541
hhbqp,AD.2,1,34463.489026784904,0.1279260855086185
hhbqp,PEMB.5,1,10009.443541049955,0.7467181978023241
hhbqp,PEMW.7,1,27067.16778421402,0.3150846988989089
hhbqp,PEMB.9,1,23338.099060773846,0.4094461129893509
hhbqp,PD.4,1,29160.930440902714,0.2621035339734631
hhbqp,PD.8,1,20053.322790384293,0.4925650246619526
hhbqp,PD.6,1,26507.39457178116,0.32924935925045784
hhbqp,no capping,1,39519.0,0.0
hhbqp,PEMW.9,1,33570.033477544785,0.1505343384816219
hhbqp,AD.8,1,16793.126292943954,0.5750619627788164
hhbqp,AEWW,1,34265.150241851814,0.13294490645381174
hhbqp,PEMB.7,1,14897.050939559937,0.6230407920352252
hhbqp,AD.4,1,29609.939415454865,0.2507416833559841
hhbqp,PD.2,1,31937.584203720093,0.1918422985470256
hhbqp,PEBB,1,9876.358934879305,0.7500858084749285
hhbqp,AEBB,1,13625.652789354324,0.6552126119245344
hhbqp,PEWW,10,24035.507167339325,0.3943580313627142
hhbqp,PEMW.5,10,15476.887006998062,0.6100164539888611
hhbqp,AD.6,10,23194.34401512146,0.4155534945542141
hhbqp,AD.2,10,34849.98210120201,0.12185702511711916
hhbqp,PEMB.5,10,10323.825217723846,0.7398622885218
hhbqp,PEMW.7,10,26161.03152537345,0.3407994878452488
hhbqp,PEMB.9,10,20667.248022794724,0.4792307609032223
hhbqp,PD.4,10,30753.847580194484,0.22507061482148671
hhbqp,PD.8,10,20696.8024353981,0.4784860546440029
hhbqp,PD.6,10,26834.486977100365,0.3238298902106445
hhbqp,no capping,10,39686.0,0.0
hhbqp,PEMW.9,10,33479.56397485733,0.15638855075196967
hhbqp,AD.8,10,16600.92985868454,0.581693043927719
hhbqp,AEWW,10,31323.296727180485,0.2107217475386665
hhbqp,PEMB.7,10,13959.744614839554,0.6482451087325618
hhbqp,AD.4,10,28709.773123502728,0.27657679979078953
hhbqp,PD.2,10,30307.668845176693,0.2363133385784233
hhbqp,PEBB,10,10054.321219205856,0.7466531971172238
hhbqp,AEBB,10,13033.630937099455,0.6715811385098156
hhbqp,PEWW,17,19725.556599855427,0.5013951291064438
hhbqp,PEMW.5,17,15095.935664653776,0.6184185214247746
hhbqp,AD.6,17,22473.60995864868,0.4319323089708762
hhbqp,AD.2,17,34221.944283008575,0.13496848494095082
hhbqp,PEMB.5,17,10074.390569686891,0.7453486200046284
hhbqp,PEMW.7,17,28351.153604984283,0.2833650492275499
hhbqp,PEMB.9,17,21448.596212863922,0.4578416841407954
hhbqp,PD.4,17,29647.31431674957,0.2506018650266151
hhbqp,PD.8,17,21397.379722118378,0.4591362885098296
hhbqp,PD.6,17,25618.579770565033,0.3524365918742961
hhbqp,no capping,17,39561.5,0.0
hhbqp,PEMW.9,17,34337.71347165108,0.13204217555828068
hhbqp,AD.8,17,15874.695388793943,0.5987337338373433
hhbqp,AEWW,17,34474.886163949974,0.1285748476688201
hhbqp,PEMB.7,17,16249.214894771578,0.5892669667537485
hhbqp,AD.4,17,28590.99232840538,0.2773026217811413
hhbqp,PD.2,17,31828.130296707157,0.19547716095933787
hhbqp,PEBB,17,9797.951441049576,0.752336199561453
hhbqp,AEBB,17,13083.327430009842,0.6692914214574817
hhbqp,PEWW,19,25206.34548974037,0.3661651204551305
hhbqp,PEMW.5,19,15049.168355703354,0.6215759315101752
hhbqp,AD.6,19,23782.978515148163,0.4019568870662803
hhbqp,AD.2,19,35728.277698755264,0.1015822344911672
hhbqp,PEMB.5,19,10831.46492600441,0.7276336520316735
hhbqp,PEMW.7,19,28451.526778221134,0.284562291837127
hhbqp,PEMB.9,19,22090.930843353268,0.4445048570872745
hhbqp,PD.4,19,31990.750202894214,0.19556552497248506
hhbqp,PD.8,19,23420.88140773773,0.4110621251323243
hhbqp,PD.6,19,27563.761234998707,0.306885907387882
hhbqp,no capping,19,39768.0,0.0
hhbqp,PEMW.9,19,33467.442544698715,0.1584328468945203
hhbqp,AD.8,19,17241.363749504093,0.5664513239412571
hhbqp,AEWW,19,30236.688573122028,0.2396728884248132
hhbqp,PEMB.7,19,15336.022139310835,0.6143627504699549
hhbqp,AD.4,19,30187.975725650787,0.24089781418098002
hhbqp,PD.2,19,34421.81337475777,0.1344343850644295
hhbqp,PEBB,19,10326.096232891085,0.7403415753145473
hhbqp,AEBB,19,15894.227042913435,0.6003262159798473
hhbqp,PEWW,7,23733.392756223682,0.4032487803619803
hhbqp,PEMW.5,7,17081.26645040512,0.5705095056597742
hhbqp,AD.6,7,23559.976512670517,0.4076091495644938
hhbqp,AD.2,7,34713.775740385056,0.1271585894147732
hhbqp,PEMB.5,7,10434.095585346222,0.7376456316072962
hhbqp,PEMW.7,7,26714.342841386802,0.32829592312522193
hhbqp,PEMB.9,7,22954.049154281616,0.4228445562273613
hhbqp,PD.4,7,31082.851428747177,0.21845436552394515
hhbqp,PD.8,7,20299.440434455868,0.4895919027820305
hhbqp,PD.6,7,27042.62303471565,0.3200416626507845
hhbqp,no capping,7,39771.0,0.0
hhbqp,PEMW.9,7,34199.024562597275,0.1401014668326852
hhbqp,AD.8,7,16480.06260061264,0.585626144662879
hhbqp,AEWW,7,33437.482763528824,0.15924963507256984
hhbqp,PEMB.7,7,15566.138956308365,0.6086057942644549
hhbqp,AD.4,7,28684.791221380234,0.2787510693374511
hhbqp,PD.2,7,33872.04010796547,0.1483231473192661
hhbqp,PEBB,7,10088.080663442612,0.7463458131944731
hhbqp,AEBB,7,12409.095167636873,0.6879863426205811
hhbqp,PEWW,20,24485.59457731247,0.3879289935554133
hhbqp,PEMW.5,20,17661.173856735233,0.558520320045614
hhbqp,AD.6,20,23978.602408647534,0.4006023720169598
hhbqp,AD.2,20,34956.68408441544,0.12618120250433218
hhbqp,PEMB.5,20,10285.95428109169,0.7428800689649492
hhbqp,PEMW.7,20,27091.023724317547,0.3228005918254809
hhbqp,PEMB.9,20,21150.367323160168,0.4713002956377366
hhbqp,PD.4,20,29504.934911012653,0.26245960051962525
hhbqp,PD.8,20,20350.359395742416,0.4912982440539835
hhbqp,PD.6,20,27037.483226537704,0.3241389537042657
hhbqp,no capping,20,40004.5,0.0
hhbqp,PEMW.9,20,33052.63416314125,0.17377709599816893
hhbqp,AD.8,20,16777.013367176056,0.5806218458629391
hhbqp,AEWW,20,33877.415325164795,0.15315988638366196
hhbqp,PEMB.7,20,14959.150106430054,0.6260633152162869
hhbqp,AD.4,20,28987.36900401116,0.2753972927042918
hhbqp,PD.2,20,30769.437537908554,0.2308505908608143
hhbqp,PEBB,20,10152.445041894913,0.7462174244923718
hhbqp,AEBB,20,12333.06427693367,0.6917080759181174
hhbqp,PEWW,11,18052.46506547928,0.5442447597707831
hhbqp,PEMW.5,11,14021.477913618088,0.6460116659020931
hhbqp,AD.6,11,22163.06937503815,0.4404678269366789
hhbqp,AD.2,11,33892.38335609436,0.14434780721801665
hhbqp,PEMB.5,11,10244.41106057167,0.7413680620910964
hhbqp,PEMW.7,11,25446.97769236565,0.35756178509554026
hhbqp,PEMB.9,11,21034.029309749603,0.4689717417382074
hhbqp,PD.4,11,28940.411666870117,0.2693660270923979
hhbqp,PD.8,11,19071.33084654808,0.5185223214706367
hhbqp,PD.6,11,24931.94711470604,0.3705643242942176
hhbqp,no capping,11,39610.0,0.0
hhbqp,PEMW.9,11,32645.78172206879,0.17581969901366346
hhbqp,AD.8,11,16357.381294250488,0.5870390988575993
hhbqp,AEWW,11,29502.985612154014,0.25516320090497324
hhbqp,PEMB.7,11,13975.400597572328,0.6471749407328369
hhbqp,AD.4,11,28193.506950378418,0.2882224955723701
hhbqp,PD.2,11,31198.735708236694,0.21235203968097216
hhbqp,PEBB,11,9880.089097023008,0.7505657890173438
hhbqp,AEBB,11,14327.331941843033,0.6382900292390045
hhbqp,PEWW,13,21803.544290542606,0.4542086864202009
hhbqp,PEMW.5,13,13566.707206964493,0.6603950784894428
hhbqp,AD.6,13,21811.64898276329,0.45400580790859996
hhbqp,AD.2,13,31578.035548210137,0.20953138295029491
hhbqp,PEMB.5,13,10111.46821308136,0.7468874122161944
hhbqp,PEMW.7,13,26143.945263147358,0.34555877534457224
hhbqp,PEMB.9,13,19069.72027683258,0.5226423951629577
hhbqp,PD.4,13,28452.365958452217,0.2877738598832942
hhbqp,PD.8,13,23399.89122748375,0.4142485643394933
hhbqp,PD.6,13,24587.71429824829,0.3845147052267722
hhbqp,no capping,13,39948.5,0.0
hhbqp,PEMW.9,13,32586.059119224552,0.18429830608847508
hhbqp,AD.8,13,16041.163359642029,0.5984539254379506
hhbqp,AEWW,13,34963.645329236984,0.12478202362449198
hhbqp,PEMB.7,13,13744.788981437683,0.6559372947310241
hhbqp,AD.4,13,28212.95868301392,0.2937667576250943
hhbqp,PD.2,13,29619.09752845764,0.2585679680474201
